Target (x, y, z) -> Joint Angles (theta1, theta2, theta3, theta4, theta5)
[0.33, -0.15, -1.0] -> [-24.44, -119.70, 100.04, -100.04, 0.00]
[1.28, 1.58, 1.44] -> [50.99, -25.58, 104.42, -104.42, 0.00]
[-0.74, 0.46, 0.61] -> [148.13, -100.97, 26.28, -26.28, 0.00]
[-1.14, -1.83, 0.81] -> [-121.92, -38.71, 112.65, -112.65, 0.00]
[1.4, 0.14, 1.86] -> [5.71, -23.50, 70.13, -70.13, 0.00]
[-0.27, -0.33, 0.56] -> [-129.29, -132.67, 6.46, -6.46, 0.00]
[0.19, 1.34, 0.09] -> [81.93, -89.48, 68.87, -68.87, 0.00]
[-1.24, -1.2, 0.34] -> [-135.94, -68.57, 84.71, -84.71, 0.00]
[-1.35, 1.37, 0.99] -> [134.58, -44.92, 90.75, -90.75, 0.00]
[-1.04, 1.86, 0.68] -> [119.21, -42.70, 111.68, -111.68, 0.00]
[-0.81, 1.08, 0.24] -> [126.87, -87.74, 63.28, -63.28, 0.00]
[-1.13, 0.98, 0.18] -> [139.07, -81.65, 74.15, -74.15, 0.00]
[0.8, 1.08, -0.55] -> [53.47, -88.20, 101.75, -101.75, 0.00]
[0.47, 0.34, 0.35] -> [35.88, -127.56, 21.39, -21.39, 0.00]
[-1.36, -0.26, 0.58] -> [-169.18, -78.61, 56.52, -56.52, 0.00]
[1.77, -0.8, 0.42] -> [-24.32, -56.85, 99.56, -99.56, 0.00]
[-0.72, -0.85, 0.2] -> [-130.27, -99.85, 51.66, -51.66, 0.00]
[0.76, -0.53, -0.31] -> [-34.89, -111.21, 67.05, -67.05, 0.00]
[0.63, -1.43, 0.08] -> [-66.22, -79.44, 82.09, -82.09, 0.00]
[-1.41, -1.78, 1.77] -> [-128.38, 0.33, 143.21, -143.21, 0.00]
[-0.12, 1.05, 1.88] -> [96.52, -24.26, 51.90, -51.90, 0.00]
[0.12, -1.35, 0.0] -> [-84.92, -90.11, 72.62, -72.62, 0.00]
[-1.11, 0.33, 1.36] -> [163.44, -51.86, 41.75, -41.75, 0.00]
[0.87, 1.15, 0.92] -> [52.89, -65.00, 56.34, -56.34, 0.00]
[-1.81, -0.14, -0.13] -> [-175.58, -66.90, 110.01, -110.01, 0.00]
[0.12, 0.89, -0.13] -> [82.32, -113.38, 56.29, -56.29, 0.00]
[1.82, 0.58, 1.53] -> [17.68, -26.66, 95.66, -95.66, 0.00]
[-0.12, 1.31, -0.07] -> [95.23, -92.41, 73.43, -73.43, 0.00]
[1.27, -0.43, 0.4] -> [-18.71, -85.13, 57.96, -57.96, 0.00]
[0.52, 1.6, 1.34] -> [72.00, -41.12, 74.92, -74.92, 0.00]
[1.09, 1.39, -0.4] -> [51.90, -67.12, 122.56, -122.56, 0.00]
[0.8, 1.65, 1.01] -> [64.13, -47.86, 83.65, -83.65, 0.00]
[0.15, 1.97, 1.07] -> [85.65, -40.37, 95.20, -95.20, 0.00]
[1.96, -0.04, 1.63] -> [-1.17, -20.96, 102.44, -102.44, 0.00]
[0.75, 0.24, 0.55] -> [17.74, -108.01, 23.48, -23.48, 0.00]
[-0.55, 0.36, -0.79] -> [146.79, -115.13, 89.41, -89.41, 0.00]
[-0.1, 1.6, 0.26] -> [93.58, -75.52, 78.52, -78.52, 0.00]
[0.15, -0.14, 1.63] -> [-43.03, -13.38, 9.32, -9.32, 0.00]
[-1.25, 1.27, -0.52] -> [134.55, -63.38, 134.17, -134.17, 0.00]
[1.93, -0.25, 0.02] -> [-7.38, -59.64, 114.17, -114.17, 0.00]
[-0.1, -1.29, 0.4] -> [-94.43, -87.29, 55.18, -55.18, 0.00]
[-1.15, -1.27, 0.57] -> [-132.16, -64.80, 78.58, -78.58, 0.00]
[-0.53, -0.08, -0.93] -> [-171.42, -115.76, 97.45, -97.45, 0.00]
[0.11, 1.04, -0.08] -> [83.96, -105.81, 60.22, -60.22, 0.00]
[-1.1, 0.38, -0.9] -> [160.94, -88.74, 119.55, -119.55, 0.00]
[0.51, -0.88, -0.64] -> [-59.91, -102.56, 91.27, -91.27, 0.00]
[-1.57, 0.67, 1.83] -> [156.89, -19.72, 88.70, -88.70, 0.00]
[-0.43, -0.16, -1.44] -> [-159.59, -86.88, 164.94, -164.94, 0.00]
[-0.61, 1.37, 1.34] -> [114.00, -45.97, 62.51, -62.51, 0.00]
[-0.22, 1.72, -0.24] -> [97.29, -70.89, 109.35, -109.35, 0.00]
[-1.94, 0.83, 1.35] -> [156.84, -25.55, 110.06, -110.06, 0.00]
[0.13, -1.47, 0.63] -> [-84.95, -73.36, 61.42, -61.42, 0.00]
[-0.63, -1.46, 1.92] -> [-113.34, -17.99, 83.91, -83.91, 0.00]
[-0.94, 0.73, 0.05] -> [142.17, -97.84, 61.52, -61.52, 0.00]
[-0.68, -1.43, 1.76] -> [-115.43, -25.44, 77.83, -77.83, 0.00]
[-0.2, -0.53, 0.92] -> [-110.67, -95.97, 4.13, -4.13, 0.00]
[-0.51, 1.04, 0.49] -> [116.12, -91.26, 45.02, -45.02, 0.00]
[-1.0, 0.94, 0.91] -> [136.77, -67.79, 51.91, -51.91, 0.00]
[-0.0, 1.4, 1.0] -> [90.00, -63.26, 53.49, -53.49, 0.00]
[0.87, -1.97, -0.01] -> [-66.17, -45.19, 139.87, -139.87, 0.00]
[1.83, -0.3, 1.39] -> [-9.31, -33.90, 88.45, -88.45, 0.00]
[0.56, -1.02, -0.92] -> [-61.23, -88.03, 121.51, -121.51, 0.00]
[0.04, 1.62, -0.65] -> [88.59, -70.51, 130.01, -130.01, 0.00]
[-1.28, -1.56, 1.36] -> [-129.37, -29.09, 101.59, -101.59, 0.00]
[0.59, 1.41, 1.51] -> [67.29, -37.79, 67.51, -67.51, 0.00]
[1.0, 0.06, 0.92] -> [3.43, -79.94, 29.25, -29.25, 0.00]
[0.48, -0.44, -0.79] -> [-42.51, -115.39, 89.24, -89.24, 0.00]
[1.37, 1.98, 1.32] -> [55.32, -7.75, 149.36, -149.36, 0.00]
[-1.46, 1.49, 0.05] -> [134.42, -50.83, 127.30, -127.30, 0.00]
[-0.01, -1.46, -0.37] -> [-90.39, -84.49, 97.37, -97.37, 0.00]
[-0.59, -0.21, 1.35] -> [-160.41, -54.56, 12.48, -12.48, 0.00]
[-0.69, 0.19, -0.9] -> [164.60, -109.44, 99.84, -99.84, 0.00]
[-1.51, 0.09, 0.55] -> [176.59, -73.94, 65.24, -65.24, 0.00]
[1.72, 1.02, 0.9] -> [30.67, -44.18, 97.37, -97.37, 0.00]
[1.06, -1.72, 0.33] -> [-58.36, -53.83, 109.04, -109.04, 0.00]
[1.17, 1.29, -0.77] -> [47.79, -52.91, 165.10, -165.10, 0.00]
[1.25, -1.24, 0.8] -> [-44.77, -56.99, 78.99, -78.99, 0.00]
[-1.32, -1.17, -0.73] -> [-138.45, -54.27, 160.35, -160.35, 0.00]
[-0.62, 1.44, 1.03] -> [113.29, -56.62, 64.56, -64.56, 0.00]
[0.57, -0.0, -0.24] -> [-0.00, -129.69, 51.24, -51.24, 0.00]
[1.17, 0.23, 1.84] -> [11.12, -26.20, 57.28, -57.28, 0.00]
[1.44, 1.02, 0.13] -> [35.31, -69.04, 94.40, -94.40, 0.00]
[-0.59, -0.66, 1.77] -> [-131.79, -29.31, 39.34, -39.34, 0.00]
[0.98, -1.26, 1.08] -> [-52.13, -53.82, 66.61, -66.61, 0.00]
[0.95, 1.25, 1.39] -> [52.77, -42.07, 67.96, -67.96, 0.00]
[-0.8, -1.09, -0.51] -> [-126.28, -88.39, 99.54, -99.54, 0.00]
[0.84, 0.97, 0.24] -> [49.11, -90.92, 59.43, -59.43, 0.00]
[-0.61, -1.84, 1.27] -> [-108.34, -35.30, 93.54, -93.54, 0.00]
[-1.97, -0.15, 0.01] -> [-175.65, -57.86, 117.50, -117.50, 0.00]
[0.24, -0.33, 0.09] -> [-53.97, -141.45, 28.80, -28.80, 0.00]
[0.88, 1.88, 0.03] -> [64.92, -51.46, 127.17, -127.17, 0.00]
[-1.31, -1.21, 0.7] -> [-137.27, -58.69, 81.72, -81.72, 0.00]
[0.05, -1.91, 2.0] -> [-88.50, -6.45, 111.84, -111.84, 0.00]
[-0.2, 1.84, -0.32] -> [96.20, -63.04, 124.91, -124.91, 0.00]
[-1.78, 1.0, -0.41] -> [150.67, -42.49, 164.29, -164.29, 0.00]
[-1.33, -1.11, 1.87] -> [-140.15, -17.34, 91.99, -91.99, 0.00]
[1.7, 1.15, 1.66] -> [34.08, -16.28, 111.78, -111.78, 0.00]
[1.56, -0.12, 0.11] -> [-4.40, -79.09, 81.09, -81.09, 0.00]
[0.26, 0.13, 0.31] -> [26.57, -150.01, 14.29, -14.29, 0.00]
[-0.32, -0.71, 0.65] -> [-114.26, -104.01, 20.38, -20.38, 0.00]
[1.8, 0.05, 1.7] -> [1.59, -23.03, 91.45, -91.45, 0.00]
[1.92, 0.83, 0.67] -> [23.38, -44.99, 107.96, -107.96, 0.00]
[0.17, -1.41, 0.42] -> [-83.13, -81.08, 62.27, -62.27, 0.00]
[-1.81, -0.03, 1.31] -> [-179.05, -38.35, 83.87, -83.87, 0.00]
[1.68, 1.18, 1.19] -> [35.08, -33.37, 102.68, -102.68, 0.00]
[0.03, -1.33, -0.86] -> [-88.71, -81.12, 126.61, -126.61, 0.00]
[0.88, -1.89, -0.07] -> [-65.03, -49.99, 134.35, -134.35, 0.00]
[1.91, 0.28, 1.81] -> [8.34, -14.42, 105.64, -105.64, 0.00]
[-0.9, 0.34, -0.27] -> [159.30, -109.72, 66.27, -66.27, 0.00]
[-0.46, -0.4, -0.69] -> [-138.99, -119.75, 80.83, -80.83, 0.00]
[1.33, 0.76, -0.03] -> [29.74, -81.62, 84.59, -84.59, 0.00]
[-1.48, -0.5, 1.19] -> [-161.33, -50.60, 64.94, -64.94, 0.00]
[0.64, -0.31, 0.06] -> [-25.84, -123.06, 39.67, -39.67, 0.00]
[1.01, 1.45, 1.09] -> [55.14, -47.69, 78.79, -78.79, 0.00]
[-0.42, -1.01, 1.53] -> [-112.58, -43.19, 41.92, -41.92, 0.00]
[-0.65, -1.3, 1.49] -> [-116.57, -40.24, 62.25, -62.25, 0.00]
[-1.24, -1.28, 1.07] -> [-134.09, -47.83, 79.85, -79.85, 0.00]
[-1.04, 0.82, 0.26] -> [141.75, -88.63, 61.13, -61.13, 0.00]
[0.26, -1.74, 1.73] -> [-81.50, -22.85, 89.24, -89.24, 0.00]
[-0.61, -0.34, -0.96] -> [-150.87, -108.17, 104.44, -104.44, 0.00]
[0.32, -0.63, 1.98] -> [-63.07, -15.06, 41.48, -41.48, 0.00]
[1.29, 0.24, 1.17] -> [10.54, -58.32, 48.60, -48.60, 0.00]
[-0.51, 0.82, 0.25] -> [121.88, -106.65, 42.37, -42.37, 0.00]
[1.06, 0.96, -0.18] -> [42.17, -86.91, 85.23, -85.23, 0.00]
[1.71, 0.76, 0.2] -> [23.96, -63.01, 100.27, -100.27, 0.00]
[-0.23, -0.17, 1.82] -> [-143.53, -8.61, 21.23, -21.23, 0.00]
[-1.39, 1.71, 1.36] -> [129.11, -20.67, 120.10, -120.10, 0.00]
[-0.62, -0.55, -1.24] -> [-138.42, -88.93, 141.54, -141.54, 0.00]
[1.33, -0.49, 0.49] -> [-20.22, -79.58, 60.42, -60.42, 0.00]
[0.49, -1.81, 0.46] -> [-74.85, -59.54, 93.05, -93.05, 0.00]
[-1.6, -0.99, 0.19] -> [-148.25, -62.56, 101.47, -101.47, 0.00]
[0.68, -0.59, 1.06] -> [-40.95, -74.58, 23.21, -23.21, 0.00]
[1.17, 1.76, 1.51] -> [56.39, -19.60, 113.66, -113.66, 0.00]
[0.51, -1.36, 0.01] -> [-69.44, -85.31, 77.94, -77.94, 0.00]
[1.12, -1.02, -0.38] -> [-42.32, -81.56, 101.54, -101.54, 0.00]
[-1.62, -0.84, 1.88] -> [-152.59, -14.53, 99.45, -99.45, 0.00]
[-0.06, 1.75, 1.21] -> [91.96, -43.98, 78.36, -78.36, 0.00]
[-1.89, -0.42, -0.18] -> [-167.47, -59.27, 124.18, -124.18, 0.00]
[-0.22, 0.1, -0.94] -> [155.56, -126.22, 93.35, -93.35, 0.00]
[-0.45, -0.31, -0.69] -> [-145.44, -122.43, 79.30, -79.30, 0.00]
[1.58, -1.39, 0.65] -> [-41.34, -44.69, 109.50, -109.50, 0.00]
[-0.48, 0.4, 1.83] -> [140.19, -21.34, 31.26, -31.26, 0.00]
[-1.18, -0.47, -0.64] -> [-158.28, -90.32, 103.84, -103.84, 0.00]
[1.58, -0.06, 1.85] -> [-2.17, -21.38, 80.72, -80.72, 0.00]
[1.47, 0.64, -0.74] -> [23.53, -68.43, 137.82, -137.82, 0.00]
[0.6, 0.83, -0.13] -> [54.14, -106.98, 61.66, -61.66, 0.00]
[0.66, 0.66, 0.26] -> [45.00, -108.19, 40.43, -40.43, 0.00]
[-1.52, -1.34, 1.78] -> [-138.60, -12.26, 113.36, -113.36, 0.00]
[-0.58, 1.74, 0.89] -> [108.43, -51.46, 83.93, -83.93, 0.00]
[-0.27, 1.51, -0.77] -> [100.14, -72.00, 134.17, -134.17, 0.00]
[0.04, -0.39, 1.87] -> [-84.14, -11.13, 26.26, -26.26, 0.00]
[0.21, -1.43, -0.89] -> [-81.65, -72.60, 139.99, -139.99, 0.00]
[1.73, -1.3, 0.12] -> [-36.92, -45.49, 133.28, -133.28, 0.00]
[-0.64, 1.72, -0.48] -> [110.41, -60.63, 136.50, -136.50, 0.00]
[-0.49, -1.75, 0.12] -> [-105.64, -66.41, 98.85, -98.85, 0.00]
[-0.49, 0.9, 0.04] -> [118.57, -106.25, 53.76, -53.76, 0.00]
[-1.59, 0.6, 1.32] -> [159.33, -41.41, 75.85, -75.85, 0.00]
[0.33, 0.83, 0.24] -> [68.32, -110.74, 39.31, -39.31, 0.00]
[1.53, -1.68, 0.19] -> [-47.68, -36.65, 145.95, -145.95, 0.00]
[1.61, 1.01, 1.77] -> [32.10, -17.11, 101.67, -101.67, 0.00]
[0.75, 1.77, 1.84] -> [67.04, -13.37, 106.06, -106.06, 0.00]
[0.59, -1.64, -0.58] -> [-70.21, -64.34, 135.71, -135.71, 0.00]
[0.13, 1.24, -0.28] -> [84.02, -95.70, 80.10, -80.10, 0.00]
[-1.67, 0.52, 0.91] -> [162.70, -54.21, 77.47, -77.47, 0.00]
[-1.15, 0.65, 0.67] -> [150.52, -78.51, 51.04, -51.04, 0.00]
[0.7, -0.9, -0.05] -> [-52.13, -100.97, 63.34, -63.34, 0.00]
[-1.67, -1.57, 0.03] -> [-136.77, -28.97, 167.93, -167.93, 0.00]
[-0.46, 0.16, -0.41] -> [160.82, -131.22, 59.45, -59.45, 0.00]
[1.22, 0.84, 1.05] -> [34.55, -58.66, 58.82, -58.82, 0.00]
[1.9, -0.29, -0.31] -> [-8.68, -58.36, 131.84, -131.84, 0.00]
[1.69, 0.33, 1.56] -> [11.05, -31.04, 81.89, -81.89, 0.00]
[1.76, 0.08, 0.76] -> [2.60, -58.04, 79.44, -79.44, 0.00]
[-0.47, 0.3, -1.22] -> [147.45, -102.46, 126.88, -126.88, 0.00]
[0.57, -1.0, 1.73] -> [-60.32, -32.05, 51.13, -51.13, 0.00]
[0.93, -1.82, 0.9] -> [-62.93, -42.16, 101.27, -101.27, 0.00]
[0.73, -1.07, 0.2] -> [-55.70, -90.96, 61.49, -61.49, 0.00]
[1.5, -1.49, 0.56] -> [-44.81, -45.68, 112.15, -112.15, 0.00]
[-0.01, -1.11, 1.06] -> [-90.52, -69.10, 35.62, -35.62, 0.00]
[0.76, 0.77, -1.21] -> [45.37, -75.31, 157.22, -157.22, 0.00]
[-0.26, -1.67, 1.87] -> [-98.85, -18.30, 88.93, -88.93, 0.00]
[0.56, -1.09, -0.01] -> [-62.81, -96.54, 65.91, -65.91, 0.00]
[-1.72, 1.68, 1.13] -> [135.67, -14.37, 145.08, -145.08, 0.00]
[-0.49, 0.2, 1.67] -> [157.80, -28.12, 20.38, -20.38, 0.00]
[1.5, 1.2, 1.79] -> [38.66, -15.60, 104.09, -104.09, 0.00]
[0.57, -1.03, -0.94] -> [-61.04, -86.55, 124.41, -124.41, 0.00]
[-0.82, 1.19, -0.19] -> [124.57, -86.15, 86.63, -86.63, 0.00]
[-0.36, 1.11, -0.04] -> [107.97, -99.60, 64.22, -64.22, 0.00]
[-1.37, 1.5, -0.26] -> [132.41, -50.86, 141.91, -141.91, 0.00]
[1.09, 0.29, -0.09] -> [14.90, -101.73, 64.59, -64.59, 0.00]
[-0.52, 1.83, -0.02] -> [105.86, -62.17, 112.06, -112.06, 0.00]
[1.41, -1.08, 0.91] -> [-37.45, -53.17, 79.46, -79.46, 0.00]
[1.16, 0.18, 1.49] -> [8.82, -44.64, 45.41, -45.41, 0.00]
[-0.06, 1.85, 1.81] -> [91.86, -16.88, 98.97, -98.97, 0.00]
[0.5, 1.84, -0.61] -> [74.80, -44.01, 172.34, -172.34, 0.00]
[1.73, -1.65, 0.43] -> [-43.64, -25.21, 156.39, -156.39, 0.00]
[-1.39, 1.96, 1.39] -> [125.34, -5.51, 150.55, -150.55, 0.00]
[1.78, -1.53, 1.06] -> [-40.68, -21.02, 135.03, -135.03, 0.00]
[1.09, -1.07, 1.19] -> [-44.47, -51.60, 62.61, -62.61, 0.00]
[-1.32, -1.67, 0.95] -> [-128.32, -36.79, 109.10, -109.10, 0.00]
[-0.96, 1.41, 1.54] -> [124.25, -32.30, 80.27, -80.27, 0.00]
[0.35, 1.97, 1.71] -> [79.93, -16.22, 108.49, -108.49, 0.00]
[-0.72, 0.56, -1.32] -> [142.13, -73.38, 170.32, -170.32, 0.00]
[-1.13, 0.87, -0.3] -> [142.41, -86.72, 91.26, -91.26, 0.00]
[1.74, -1.44, 0.54] -> [-39.61, -37.03, 128.97, -128.97, 0.00]
[-0.66, 1.92, -0.02] -> [108.97, -54.29, 124.76, -124.76, 0.00]
[-1.02, 1.52, 1.5] -> [123.86, -30.39, 88.66, -88.66, 0.00]
[-0.99, -1.11, 1.46] -> [-131.73, -40.92, 63.80, -63.80, 0.00]
[-0.52, 0.23, 0.51] -> [156.14, -123.56, 14.40, -14.40, 0.00]
[0.15, -0.03, 0.24] -> [-11.31, -160.71, 15.82, -15.82, 0.00]
[-0.58, -1.97, 0.21] -> [-106.41, -52.81, 116.46, -116.46, 0.00]
[-0.57, 0.54, -1.27] -> [136.55, -88.93, 143.97, -143.97, 0.00]
[0.22, 0.1, -0.32] -> [24.44, -144.73, 49.79, -49.79, 0.00]
[-0.08, 0.57, 0.71] -> [97.99, -112.60, 8.29, -8.29, 0.00]
[0.39, 1.18, -0.82] -> [71.71, -87.25, 116.84, -116.84, 0.00]
[0.29, 1.53, -0.65] -> [79.27, -74.48, 124.36, -124.36, 0.00]
[-0.93, 0.84, 0.59] -> [137.91, -83.96, 48.32, -48.32, 0.00]
[1.33, 1.44, -0.17] -> [47.27, -57.78, 126.11, -126.11, 0.00]
[-0.02, 1.28, 0.69] -> [90.90, -79.50, 48.23, -48.23, 0.00]
[0.07, 0.07, -0.32] -> [45.00, -151.39, 48.64, -48.64, 0.00]
[-1.3, 1.7, 0.99] -> [127.41, -35.18, 110.18, -110.18, 0.00]
[-0.38, -1.77, 0.24] -> [-102.12, -65.74, 94.06, -94.06, 0.00]
[-1.37, -1.93, 0.5] -> [-125.37, -28.29, 147.29, -147.29, 0.00]
[-1.5, 1.02, 0.78] -> [145.78, -55.34, 83.15, -83.15, 0.00]
[0.61, 0.44, -0.13] -> [35.80, -120.97, 50.77, -50.77, 0.00]
[-0.68, 0.66, 0.25] -> [135.86, -107.61, 41.50, -41.50, 0.00]
[-0.99, 1.24, 1.42] -> [128.60, -40.38, 69.60, -69.60, 0.00]
[-1.64, -0.52, -0.61] -> [-162.41, -64.95, 136.29, -136.29, 0.00]
[1.62, 0.33, -0.39] -> [11.51, -73.96, 112.19, -112.19, 0.00]
[0.39, -1.75, -0.16] -> [-77.44, -68.04, 109.72, -109.72, 0.00]
[-0.54, 1.85, 1.51] -> [106.27, -26.87, 96.62, -96.62, 0.00]
[0.15, 0.41, -0.94] -> [69.90, -119.22, 96.19, -96.19, 0.00]
[1.85, -0.69, 1.41] -> [-20.45, -28.95, 98.63, -98.63, 0.00]
[0.75, 1.71, 1.3] -> [66.32, -36.80, 88.15, -88.15, 0.00]
[-0.82, -0.52, 1.01] -> [-147.62, -75.79, 27.24, -27.24, 0.00]
[-0.64, -1.62, 1.63] -> [-111.56, -27.57, 85.08, -85.08, 0.00]
[0.28, 0.88, 0.04] -> [72.35, -111.53, 49.17, -49.17, 0.00]
[0.23, 0.43, 0.81] -> [61.86, -110.62, 1.34, -1.34, 0.00]
[-1.99, 0.42, 0.74] -> [168.08, -46.46, 101.65, -101.65, 0.00]
[-1.09, 1.27, 1.95] -> [130.64, -15.00, 90.83, -90.83, 0.00]
[-1.06, 1.32, 1.0] -> [128.77, -53.38, 73.23, -73.23, 0.00]
[-0.15, -0.45, -0.03] -> [-108.43, -136.79, 36.96, -36.96, 0.00]
[-1.1, -1.63, 1.54] -> [-124.01, -24.32, 100.64, -100.64, 0.00]
[-0.45, 0.8, -1.06] -> [119.36, -94.63, 122.71, -122.71, 0.00]
[-0.22, 0.52, 0.72] -> [112.93, -112.64, 7.47, -7.47, 0.00]
[0.99, -0.04, 0.63] -> [-2.31, -94.29, 32.38, -32.38, 0.00]
[0.18, 1.51, 1.8] -> [83.20, -24.72, 75.05, -75.05, 0.00]
[-0.53, 1.22, -0.88] -> [113.48, -80.37, 128.71, -128.71, 0.00]
[0.12, -1.93, 1.18] -> [-86.44, -38.54, 92.28, -92.28, 0.00]
[1.68, 1.74, 0.75] -> [46.01, -20.93, 149.94, -149.94, 0.00]
[0.32, 1.71, 0.18] -> [79.40, -69.87, 90.73, -90.73, 0.00]
[0.48, -0.81, 1.1] -> [-59.35, -71.03, 25.82, -25.82, 0.00]
[-0.55, 1.17, 1.92] -> [115.18, -21.65, 65.83, -65.83, 0.00]
[1.39, -0.84, 0.83] -> [-31.15, -61.47, 69.01, -69.01, 0.00]
[-0.07, -0.88, 0.49] -> [-94.55, -104.96, 30.11, -30.11, 0.00]
[0.63, 1.73, -0.01] -> [69.99, -65.62, 106.26, -106.26, 0.00]
[0.97, 0.17, -0.46] -> [9.94, -106.91, 78.18, -78.18, 0.00]
[1.78, -1.42, 1.9] -> [-38.58, 8.53, 153.92, -153.92, 0.00]
[0.72, -1.46, 1.35] -> [-63.75, -42.24, 71.26, -71.26, 0.00]
[-1.7, 1.56, 0.62] -> [137.46, -32.54, 133.62, -133.62, 0.00]
[-1.63, 0.98, 0.68] -> [148.98, -53.96, 91.18, -91.18, 0.00]
[0.68, -0.92, 0.4] -> [-53.53, -94.35, 46.65, -46.65, 0.00]
[-0.81, -1.56, -0.21] -> [-117.44, -69.76, 109.57, -109.57, 0.00]
[1.53, 0.43, 0.33] -> [15.70, -75.10, 75.52, -75.52, 0.00]
[0.81, 0.15, -0.96] -> [10.49, -102.81, 108.79, -108.79, 0.00]
[-0.39, 1.78, 1.18] -> [102.36, -42.63, 83.45, -83.45, 0.00]
[1.09, 1.34, 1.15] -> [50.87, -46.95, 76.18, -76.18, 0.00]
[-0.5, -0.3, -1.43] -> [-149.04, -78.34, 176.34, -176.34, 0.00]
[0.13, -1.46, 1.85] -> [-84.91, -23.22, 73.34, -73.34, 0.00]
[1.61, -1.11, -0.21] -> [-34.58, -57.61, 128.27, -128.27, 0.00]
[0.48, 1.55, -0.24] -> [72.79, -76.94, 100.90, -100.90, 0.00]
[-1.25, -0.38, -0.31] -> [-163.09, -92.62, 84.92, -84.92, 0.00]
[0.25, 0.94, 1.87] -> [75.11, -24.46, 47.47, -47.47, 0.00]
[-0.85, -1.5, -0.14] -> [-119.54, -71.90, 103.16, -103.16, 0.00]
[-1.4, 1.31, 1.77] -> [136.90, -16.58, 103.09, -103.09, 0.00]
[-0.04, 0.3, 1.87] -> [97.59, -7.03, 24.31, -24.31, 0.00]
[-0.85, -1.11, 0.01] -> [-127.44, -87.96, 74.68, -74.68, 0.00]
[1.2, 0.03, 0.99] -> [1.43, -69.98, 41.00, -41.00, 0.00]
[-0.63, 1.23, 0.04] -> [117.12, -88.53, 72.50, -72.50, 0.00]
[-0.28, -1.25, 0.49] -> [-102.63, -85.64, 52.13, -52.13, 0.00]
[1.42, -0.54, 0.81] -> [-20.82, -66.10, 62.06, -62.06, 0.00]
[0.67, -0.55, -0.27] -> [-39.38, -114.43, 62.51, -62.51, 0.00]
[0.56, -0.09, 0.62] -> [-9.13, -118.58, 10.48, -10.48, 0.00]
[-0.71, -0.57, 1.17] -> [-141.24, -67.12, 24.61, -24.61, 0.00]
[-0.67, 0.12, 0.95] -> [169.85, -88.97, 10.47, -10.47, 0.00]
[-0.59, -1.55, 1.01] -> [-110.84, -54.26, 70.80, -70.80, 0.00]
[1.76, 1.06, 0.33] -> [31.06, -51.91, 112.30, -112.30, 0.00]
[0.55, 1.64, 0.51] -> [71.46, -65.36, 80.92, -80.92, 0.00]
[-1.2, -1.0, 1.68] -> [-140.19, -29.47, 74.00, -74.00, 0.00]
[1.89, -0.91, 1.11] -> [-25.71, -33.84, 106.31, -106.31, 0.00]
[1.72, 0.36, 1.15] -> [11.82, -45.94, 78.37, -78.37, 0.00]
[-0.37, -1.18, 0.81] -> [-107.41, -76.67, 44.12, -44.12, 0.00]
[-0.67, 1.81, -0.05] -> [110.31, -60.49, 116.11, -116.11, 0.00]
[-1.08, 1.17, 1.85] -> [132.71, -21.18, 81.46, -81.46, 0.00]
[1.65, 0.76, 0.75] -> [24.73, -56.01, 83.65, -83.65, 0.00]
[1.0, 1.52, 1.65] -> [56.66, -24.61, 91.46, -91.46, 0.00]
[-1.68, -0.75, -0.38] -> [-155.94, -62.72, 128.30, -128.30, 0.00]
[-0.28, -0.13, -1.29] -> [-155.10, -107.45, 129.74, -129.74, 0.00]
[-1.16, 0.65, -0.46] -> [150.74, -90.17, 95.02, -95.02, 0.00]
[0.15, -0.54, 1.05] -> [-74.48, -83.11, 3.59, -3.59, 0.00]
[1.3, -0.63, -0.61] -> [-25.86, -81.84, 112.52, -112.52, 0.00]
[-1.2, 0.41, -0.01] -> [161.14, -94.44, 68.19, -68.19, 0.00]
[-0.36, -0.75, 0.69] -> [-115.64, -99.26, 22.36, -22.36, 0.00]
[-1.7, -0.96, 1.29] -> [-150.55, -34.09, 94.93, -94.93, 0.00]
[-1.76, 0.24, 0.68] -> [172.23, -59.49, 81.45, -81.45, 0.00]
[0.87, -0.26, -0.6] -> [-16.64, -108.37, 84.11, -84.11, 0.00]
[-1.81, -0.55, 0.28] -> [-163.10, -61.19, 99.29, -99.29, 0.00]
[-1.32, 0.35, -0.55] -> [165.15, -87.09, 103.05, -103.05, 0.00]
[0.99, -1.27, 1.05] -> [-52.06, -54.47, 67.49, -67.49, 0.00]
[0.04, 0.15, -0.21] -> [75.07, -151.59, 42.20, -42.20, 0.00]
[-1.3, 0.2, 1.86] -> [171.25, -24.43, 64.79, -64.79, 0.00]
[0.2, -0.56, -0.94] -> [-70.35, -113.09, 99.73, -99.73, 0.00]
[1.03, -0.42, 1.51] -> [-22.18, -44.16, 42.43, -42.43, 0.00]
[-1.18, -1.6, 1.74] -> [-126.41, -15.42, 108.32, -108.32, 0.00]
[1.87, 1.42, 1.12] -> [37.21, -19.32, 135.50, -135.50, 0.00]
[1.04, -1.69, 1.15] -> [-58.39, -37.52, 96.32, -96.32, 0.00]
[0.35, 1.04, -1.21] -> [71.40, -73.95, 159.29, -159.29, 0.00]
[-1.03, 1.44, 1.62] -> [125.58, -27.23, 86.93, -86.93, 0.00]
